	SP	DAX	FTSE	EUR	GBP
6/28/02	989.820007	4382.560059	4656.399902	0.9889	1.5313
7/1/02	968.650024	4366.810059	4685.799805	0.9851	1.5308
7/2/02	948.090027	4195.950195	4546.799805	0.9788	1.5238
7/3/02	953.98999	4138.149902	4392.600098	0.975	1.521
7/5/02	989.030029	4483.029785	4615.700195	0.9847	1.5322
7/8/02	976.97998	4442.330078	4601.299805	0.9939	1.5468
7/9/02	952.830017	4369.759766	4542.899902	0.9909	1.5498
7/10/02	920.469971	4190.220215	4420.100098	0.9848	1.5453
7/11/02	927.369995	4118.5	4230.100098	0.9905	1.5523
7/12/02	921.390015	4130.799805	4224.100098	1.0051	1.5654
7/15/02	917.929993	3912.51001	3994.5	1.0107	1.5708
7/16/02	900.940002	3977.75	4021.899902	1.005	1.5659
7/17/02	906.039978	4092.820068	4190.600098	1.0068	1.5678
7/18/02	881.559998	4100.75	4297.299805	1.0147	1.5785
7/19/02	847.75	3891.879883	4098.299805	1.0078	1.5752
7/22/02	819.849976	3691.429932	3895.5	0.9915	1.5653
7/23/02	797.700012	3515.830078	3858	0.994	1.5745
7/24/02	843.429993	3632.659912	3777.100098	1.0014	1.5767
7/25/02	838.679993	3520.459961	3965.899902	0.9917	1.5724
7/26/02	852.840027	3579	4016.699951	0.9815	1.5648
7/29/02	898.960022	3859.780029	4202.700195	0.9872	1.5703
7/30/02	902.780029	3878.939941	4180.899902	0.9777	1.5579
7/31/02	911.619995	3700.139893	4246.200195	0.9744	1.5478
8/1/02	884.659973	3606.449951	4044.5	0.9857	1.5678
8/2/02	864.23999	3532.48999	4075.600098	0.9872	1.5663
8/5/02	834.599976	3332.649902	3996.399902	0.9676	1.5419
8/6/02	859.570007	3568.639893	4131	0.9701	1.5338
8/7/02	876.77002	3465.540039	4094.399902	0.9693	1.5318
8/8/02	905.460022	3679.26001	4240.5	0.9695	1.5233
8/9/02	908.640015	3760.860107	4322.399902	0.9765	1.5284
8/12/02	903.799988	3647.129883	4221.600098	0.9768	1.5284
8/13/02	884.210022	3683.209961	4271.700195	0.9864	1.5431
8/14/02	919.619995	3589.919922	4171.100098	0.9776	1.5326
8/15/02	930.25	3665.73999	4327.5	0.9842	1.5363
8/16/02	928.77002	3684.689941	4330	0.9784	1.5312
8/19/02	950.700012	3837.669922	4426.899902	0.9755	1.5264
8/20/02	937.429993	3768.51001	4368.899902	0.9775	1.5252
8/21/02	949.359985	3868.169922	4364.799805	0.976	1.5266
8/22/02	962.700012	3906.550049	4434.700195	0.971	1.5196
8/23/02	940.859985	3828.26001	4389.799805	0.9705	1.5208
8/26/02	947.950012	3783.840088	4389.799805	0.9749	1.525
8/27/02	934.820007	3851.340088	4449.700195	0.9822	1.537
8/28/02	917.869995	3682.840088	4274	0.9875	1.5495
8/29/02	917.799988	3660.949951	4209.299805	0.985	1.5505
8/30/02	916.070007	3712.939941	4227.299805	0.9926	1.5588
9/3/02	878.02002	3398.98999	4028.699951	0.9925	1.5608
9/4/02	893.400024	3425.899902	4027	0.9947	1.5708
9/5/02	879.150024	3354.709961	4011	0.9851	1.5604
9/6/02	893.919983	3485.679932	4107.200195	0.9807	1.5585
9/9/02	902.960022	3429.219971	4062.399902	0.9746	1.5538
9/10/02	909.580017	3494.689941	4175.5	0.9713	1.5494
9/11/02	909.450012	3584.689941	4210.700195	0.9754	1.5538
9/12/02	886.909973	3421.870117	4084.899902	0.9833	1.5648
9/13/02	889.809998	3361.280029	4008	0.9703	1.5423
9/16/02	891.099976	3319.050049	4044.300049	0.9681	1.5332
9/17/02	873.52002	3289.129883	4025.199951	0.9754	1.5455
9/18/02	869.460022	3124.919922	3865.399902	0.9817	1.5543
9/19/02	843.320007	3007.469971	3813.5	0.9812	1.5513
9/20/02	845.390015	3065.72998	3860.100098	0.9821	1.5549
9/23/02	833.700012	2914.25	3739.399902	0.9829	1.5577
9/24/02	819.289978	2873.209961	3671.100098	0.9787	1.5604
9/25/02	839.659973	2962.5	3696.300049	0.9741	1.5568
9/26/02	854.950012	3020.600098	3850.600098	0.9766	1.5557
9/27/02	827.369995	2918.899902	3907.199951	0.988	1.5684
9/30/02	815.280029	2769.030029	3721.800049	0.9858	1.5711
10/1/02	847.909973	2865.22998	3797.399902	0.9853	1.5674
10/2/02	827.909973	2926.73999	3905.300049	0.989	1.5714
10/3/02	818.950012	2813.300049	3880.300049	0.9833	1.5682
10/4/02	800.580017	2714.620117	3813.800049	0.9819	1.5654
10/7/02	785.280029	2667.389893	3780.899902	0.9794	1.56
10/8/02	798.549988	2622.090088	3730.5	0.9856	1.5558
10/9/02	776.76001	2597.879883	3742.399902	0.9883	1.5647
10/10/02	803.919983	2733.189941	3777.300049	0.9843	1.5593
10/11/02	835.320007	2930.73999	3953.399902	0.9814	1.554
10/15/02	881.27002	3048.27002	4130.299805	0.9822	1.5548
10/16/02	860.02002	3008.929932	4057.699951	0.9743	1.554
10/17/02	879.200012	3172.459961	4170.700195	0.973	1.5493
10/18/02	884.390015	3163.669922	4130.5	0.975	1.5471
10/21/02	899.719971	3282.669922	4133.799805	0.9782	1.5482
10/22/02	890.159973	3155.969971	4118.899902	0.9753	1.546
10/23/02	896.140015	3015.419922	4006.899902	0.9738	1.5472
10/24/02	882.5	3090.01001	4103.700195	0.9771	1.5544
10/25/02	897.650024	3102.01001	4051.100098	0.9776	1.5513
10/28/02	890.22998	3198.959961	4090.5	0.9831	1.5573
10/29/02	882.150024	3022.01001	3935.899902	0.9837	1.5574
10/30/02	890.710022	3113.590088	4002.699951	0.9893	1.5621
10/31/02	885.76001	3152.850098	4039.699951	0.9995	1.5639
11/1/02	900.960022	3165.159912	3997	0.9942	1.5527
11/4/02	908.349976	3327.939941	4141.5	1.0023	1.5643
11/5/02	915.390015	3351.320068	4146.100098	0.9962	1.558
11/6/02	923.76001	3298.840088	4103.700195	1.0042	1.5746
11/7/02	902.650024	3155.659912	4081.300049	1.0097	1.5867
11/8/02	894.73999	3079.100098	4034.600098	1.0101	1.588
11/12/02	882.950012	3115.879883	4085.100098	1.0081	1.5883
11/13/02	882.530029	3066.419922	4029.399902	1.0067	1.5839
11/14/02	904.27002	3188.389893	4053.100098	1.0035	1.5748
11/15/02	909.830017	3191.76001	4091.600098	1.0079	1.5807
11/18/02	900.359985	3218.360107	4116	1.0118	1.5896
11/19/02	896.73999	3206.929932	4096.5	1.0036	1.5748
11/20/02	914.150024	3212.98999	4094.899902	1.0014	1.5793
11/21/02	933.76001	3304.629883	4190	1.0019	1.5834
11/22/02	930.549988	3320.879883	4175.200195	0.9918	1.5657
11/25/02	932.869995	3299.23999	4122.200195	0.9904	1.5585
11/26/02	913.309998	3191.629883	4071	0.9913	1.5465
11/27/02	938.869995	3346.139893	4144.200195	0.9944	1.5559
11/29/02	936.309998	3320.320068	4169.399902	0.9862	1.5474
12/2/02	934.530029	3380.199951	4154.299805	0.9987	1.5666
12/3/02	920.75	3280.48999	4075.399902	1.0005	1.5713
12/4/02	917.580017	3320.75	4048.600098	1.0001	1.5715
12/5/02	906.549988	3224.73999	4032.399902	1.0079	1.5754
12/6/02	912.22998	3207.530029	4013.5	1.0079	1.5773
12/9/02	892	3065.570068	3933.899902	1.0098	1.5732
12/10/02	904.450012	3167.98999	3925	1.0082	1.5725
12/11/02	904.960022	3196.050049	3974.899902	1.0149	1.5754
12/12/02	901.580017	3111.879883	3935.300049	1.0233	1.5887
12/13/02	889.47998	3077.060059	3878.100098	1.0213	1.5898
12/16/02	910.400024	3205.290039	3984	1.032	1.5996
12/17/02	902.98999	3139.969971	3908.699951	1.0255	1.6003
12/18/02	891.119995	3022.689941	3835.199951	1.0237	1.6008
12/19/02	884.25	2961.409912	3841.399902	1.0265	1.6028
12/20/02	895.76001	3024.219971	3889.899902	1.0282	1.5949
12/23/02	897.380005	3000.840088	3936.899902	1.0309	1.593
12/27/02	875.400024	2840	3829.399902	1.0446	1.6039
12/30/02	879.390015	2892.629883	3900.600098	1.0476	1.6095
1/2/03	909.030029	3105.040039	4009.5	1.0397	1.5992
1/3/03	908.590027	3092.939941	4005	1.0472	1.6129
1/6/03	929.01001	3157.25	4001.399902	1.0435	1.6065
1/7/03	922.929993	3112.77002	3957.399902	1.0387	1.5987
1/8/03	909.929993	2993	3924.800049	1.0483	1.6058
1/9/03	927.570007	3037.679932	3934	1.0557	1.6096
1/10/03	927.570007	3037.330078	3974.100098	1.0546	1.6048
1/13/03	926.26001	3060.649902	3948.300049	1.0574	1.6094
1/14/03	931.659973	3098.719971	3945.600098	1.0581	1.6025
1/15/03	918.219971	3049.399902	3887.800049	1.0565	1.6043
1/16/03	914.599976	3054.110107	3881.800049	1.0654	1.6165
1/17/03	901.780029	2918.820068	3820.600098	1.0651	1.6067
1/21/03	887.619995	2870.570068	3736.699951	1.0712	1.6123
1/22/03	878.359985	2803.25	3678	1.0756	1.6229
1/23/03	887.340027	2811.219971	3622.199951	1.0787	1.6284
1/24/03	861.400024	2717.820068	3603.699951	1.0815	1.6309
1/27/03	847.47998	2643.800049	3480.800049	1.0823	1.6393
1/28/03	858.539978	2671.360107	3490	1.0874	1.6479
1/29/03	864.359985	2706.570068	3483.800049	1.0755	1.6467
1/30/03	844.609985	2693.780029	3578.699951	1.0758	1.6451
1/31/03	855.700012	2747.830078	3567.399902	1.0735	1.6376
2/3/03	860.320007	2751.98999	3689.399902	1.0853	1.647
2/4/03	848.200012	2632.97998	3590.100098	1.0858	1.6463
2/5/03	843.590027	2725.879883	3678.699951	1.0839	1.6378
2/6/03	838.150024	2649	3597	1.0801	1.6305
2/7/03	829.690002	2569.340088	3599.199951	1.0772	1.6304
2/10/03	835.969971	2586.090088	3579.100098	1.0677	1.6144
2/11/03	829.200012	2627	3669.199951	1.0725	1.6142
2/12/03	818.679993	2571.25	3616.100098	1.0806	1.6215
2/13/03	817.369995	2555.27002	3610.800049	1.08	1.6178
2/14/03	834.890015	2674.459961	3611.899902	1.071	1.5929
2/18/03	851.169983	2740.139893	3729.5	1.0726	1.5939
2/19/03	845.130005	2624.649902	3658.300049	1.0799	1.5958
2/20/03	837.099976	2591.26001	3687.300049	1.0817	1.5947
2/21/03	848.169983	2648.870117	3727.100098	1.0757	1.5822
2/24/03	832.580017	2571.350098	3701.800049	1.0799	1.5758
2/25/03	838.570007	2485.5	3621.5	1.0762	1.578
2/26/03	827.549988	2450.199951	3593.300049	1.0782	1.5779
2/27/03	837.280029	2513.219971	3569.899902	1.0791	1.5753
2/28/03	841.150024	2547.050049	3655.600098	1.0807	1.5774
3/3/03	834.809998	2549.649902	3684.699951	1.0926	1.5832
3/4/03	821.98999	2501.030029	3625.300049	1.0961	1.5971
3/5/03	829.849976	2498.02002	3563.5	1.098	1.6018
3/6/03	822.099976	2437.51001	3555.399902	1.1038	1.6055
3/7/03	828.890015	2431.659912	3491.600098	1.1054	1.5994
3/10/03	807.47998	2329.040039	3436.100098	1.1051	1.6061
3/11/03	800.72998	2305.300049	3452.699951	1.1017	1.6089
3/12/03	804.190002	2202.959961	3287	1.0877	1.6077
3/13/03	831.900024	2354.310059	3486.899902	1.0786	1.5914
3/14/03	833.27002	2403.189941	3601.800049	1.0774	1.5637
3/18/03	866.450012	2584.610107	3747.300049	1.0593	1.5644
3/19/03	874.02002	2615.219971	3765.399902	1.0632	1.5658
3/20/03	875.669983	2604.850098	3765.699951	1.0566	1.5675
3/21/03	895.789978	2715.060059	3861.100098	1.0645	1.5761
3/24/03	864.22998	2548.370117	3743.300049	1.0692	1.5742
3/25/03	874.73999	2636.100098	3762	1.0679	1.5759
3/26/03	869.950012	2579.330078	3793.100098	1.0718	1.5715
3/27/03	868.52002	2584.050049	3729.100098	1.0768	1.5686
3/28/03	863.5	2520.840088	3708.5	1.0912	1.5813
3/31/03	848.179993	2423.870117	3613.300049	1.0901	1.5738
4/1/03	858.47998	2450.189941	3684.800049	1.0791	1.5691
4/2/03	880.900024	2589.350098	3753.399902	1.0736	1.5698
4/3/03	876.450012	2569.810059	3771.100098	1.0687	1.5624
4/4/03	878.849976	2654.070068	3814.399902	1.0589	1.5488
4/7/03	879.929993	2808.939941	3935.800049	1.0683	1.5518
4/8/03	878.289978	2767.790039	3868.800049	1.0721	1.557
4/9/03	865.98999	2734.100098	3861.399902	1.0782	1.5696
4/10/03	871.580017	2697.100098	3803.300049	1.0723	1.5678
4/11/03	868.299988	2733.949951	3808.100098	1.0777	1.5747
4/14/03	885.22998	2776.780029	3849.399902	1.0795	1.5696
4/15/03	890.809998	2834.120117	3916.899902	1.0846	1.576
4/16/03	879.909973	2824.679932	3854.899902	1.0935	1.5795
4/17/03	893.580017	2899.780029	3889.199951	1.088	1.574
4/22/03	911.369995	2960.959961	3917.699951	1.0943	1.5823
4/23/03	919.02002	2974.399902	3966.5	1.1016	1.5922
4/24/03	911.429993	2891.620117	3899	1.099	1.5889
4/25/03	898.809998	2838.22998	3870.199951	1.1035	1.5924
4/28/03	914.840027	2953.919922	3940.300049	1.0962	1.5885
4/29/03	917.840027	2908.959961	3927.800049	1.1142	1.5968
4/30/03	916.919983	2942.040039	3926	1.1195	1.6063
5/2/03	930.080017	2986	3952.600098	1.1247	1.6058
5/5/03	926.549988	3013.040039	3952.600098	1.133	1.6122
5/6/03	934.390015	3066.949951	4006.399902	1.1387	1.5973
5/7/03	929.619995	3005.639893	3992.899902	1.1472	1.6034
5/8/03	920.27002	2886.080078	3928.899902	1.1476	1.6043
5/9/03	933.409973	2956.590088	3969.399902	1.1585	1.6125
5/12/03	945.109985	2937.26001	3987.399902	1.1521	1.6083
5/13/03	942.299988	2909.949951	3999.899902	1.1494	1.618
5/14/03	939.280029	2926.030029	3975	1.1462	1.6212
5/15/03	946.669983	2989.379883	4011.100098	1.1543	1.6289
5/16/03	944.299988	2989.080078	4049	1.1685	1.6346
5/20/03	919.72998	2838.929932	3971.600098	1.1729	1.6466
5/21/03	923.419983	2827.25	3936.399902	1.1687	1.6352
5/22/03	931.869995	2865.209961	3990.5	1.1787	1.6371
5/23/03	933.219971	2822.830078	3979.800049	1.1918	1.6458
5/27/03	951.47998	2873.600098	3992.399902	1.175	1.6354
5/28/03	953.219971	2919.540039	4071.899902	1.1772	1.6453
5/29/03	949.640015	2906.709961	4083.600098	1.1803	1.64
5/30/03	963.590027	2982.679932	4048.100098	1.1669	1.6295
6/2/03	967	3064.560059	4129.299805	1.1738	1.6346
6/3/03	971.559998	3026.820068	4115.700195	1.1704	1.6312
6/4/03	986.23999	3080.02002	4126.600098	1.1836	1.6559
6/5/03	990.140015	3039.76001	4104.299805	1.1723	1.6641
6/6/03	987.76001	3127.459961	4150.799805	1.1755	1.6495
6/9/03	975.929993	3094.76001	4129.100098	1.1701	1.6544
6/10/03	984.840027	3140.340088	4113	1.1757	1.667
6/11/03	997.47998	3178.149902	4150.200195	1.1728	1.6687
6/12/03	998.51001	3219.469971	4161.299805	1.1791	1.6664
6/13/03	988.609985	3168.709961	4134.100098	1.1858	1.688
6/16/03	1010.73999	3264.5	4152.899902	1.178	1.6845
6/17/03	1011.659973	3286.47998	4190.399902	1.1725	1.681
6/18/03	1010.090027	3304.149902	4207	1.1641	1.6706
6/19/03	994.700012	3247.110107	4131.5	1.165	1.6713
6/20/03	995.690002	3238.97998	4160.100098	1.1517	1.6637
6/23/03	981.640015	3186.389893	4087.899902	1.154	1.6627
6/24/03	983.450012	3217.340088	4060.899902	1.1557	1.6723
6/25/03	975.320007	3198.820068	4067.899902	1.1443	1.6617
6/26/03	985.820007	3241.219971	4041.699951	1.1439	1.6503
6/27/03	976.219971	3224.659912	4067.800049	1.1454	1.6508
6/30/03	974.5	3220.580078	4031.199951	1.1556	1.6608
7/1/03	982.320007	3146.550049	3963.899902	1.1523	1.6623
7/2/03	993.75	3241.040039	4006.899902	1.1523	1.6697
7/3/03	985.700012	3241.919922	4024.800049	1.1346	1.6501
7/7/03	1004.419983	3332.870117	4074.800049	1.1343	1.6397
7/8/03	1007.840027	3344.459961	4073.600098	1.134	1.6302
7/9/03	1002.210022	3322.429932	4054.699951	1.1335	1.6245
7/10/03	988.700012	3269.840088	4028.800049	1.1307	1.6342
7/11/03	998.140015	3326.51001	4058.100098	1.1291	1.6286
7/14/03	1003.859985	3396.070068	4127.600098	1.1331	1.6097
7/15/03	1000.419983	3384.689941	4102.5	1.1197	1.5912
7/16/03	994.090027	3387.639893	4077.100098	1.1162	1.5871
7/17/03	981.72998	3330.679932	4056.600098	1.1194	1.5877
7/18/03	993.320007	3366.709961	4073.199951	1.1304	1.5919
7/21/03	978.799988	3287	4044.300049	1.1355	1.6008
7/22/03	988.109985	3318.149902	4079.800049	1.1426	1.6048
7/23/03	988.609985	3304.47998	4086.5	1.1453	1.6109
7/24/03	981.599976	3374.820068	4149.600098	1.1492	1.6171
7/25/03	998.679993	3356.889893	4131.200195	1.1487	1.6262
7/28/03	996.52002	3417.77002	4148.799805	1.1503	1.6241
7/29/03	989.280029	3428.120117	4137	1.1395	1.6166
7/30/03	987.48999	3429.030029	4141.200195	1.1271	1.607
7/31/03	990.309998	3487.860107	4157	1.1252	1.6058
8/1/03	980.150024	3438.889893	4098.399902	1.1337	1.6118
8/4/03	982.820007	3405.310059	4100.100098	1.1349	1.6091
8/5/03	965.460022	3438.360107	4121	1.1357	1.6126
8/6/03	967.080017	3375.659912	4070.399902	1.139	1.6125
8/7/03	974.119995	3331.889893	4095.600098	1.1321	1.6118
8/8/03	977.590027	3332.23999	4147.799805	1.1349	1.6045
8/11/03	980.590027	3339.580078	4176.700195	1.1304	1.6031
8/12/03	990.349976	3381.709961	4185.600098	1.128	1.6073
8/13/03	984.030029	3398.889893	4180.700195	1.1283	1.6055
8/14/03	990.51001	3452.699951	4237.799805	1.1263	1.5972
8/15/03	990.669983	3443.929932	4247.299805	1.1181	1.5919
8/18/03	999.73999	3507.22998	4272.100098	1.1075	1.5829
8/19/03	1002.349976	3504.530029	4250.799805	1.1125	1.5942
8/20/03	1000.299988	3501.22998	4217.399902	1.0984	1.5817
8/21/03	1003.27002	3565.469971	4223.5	1.0837	1.5707
8/22/03	993.059998	3549.050049	4225.899902	1.0906	1.5759
8/25/03	993.710022	3500.090088	4225.899902	1.0822	1.5642
8/26/03	996.72998	3455.47998	4177.399902	1.0921	1.574
8/27/03	996.789978	3483.080078	4206.399902	1.0878	1.5763
8/28/03	1002.840027	3492.669922	4198	1.0956	1.5795
8/29/03	1008.01001	3484.580078	4161.100098	1.0862	1.5705
9/2/03	1021.98999	3567.199951	4204.399902	1.0816	1.5697
9/3/03	1026.27002	3647.51001	4262.100098	1.0878	1.5788
9/4/03	1027.969971	3668.669922	4248.799805	1.1034	1.5872
9/5/03	1021.390015	3607.709961	4257.200195	1.1067	1.585
9/8/03	1031.640015	3641.530029	4292.100098	1.1179	1.5918
9/9/03	1023.169983	3594.399902	4263.899902	1.1213	1.5926
9/10/03	1010.919983	3536.870117	4252.100098	1.1175	1.5924
9/11/03	1016.419983	3566.850098	4242.200195	1.1313	1.6058
9/12/03	1018.630005	3508.060059	4237.799805	1.1298	1.6025
9/15/03	1014.809998	3516.310059	4260.899902	1.1239	1.593
9/16/03	1029.319946	3564.75	4299	1.1227	1.6016
9/17/03	1025.969971	3561.030029	4293	1.1305	1.6162
9/18/03	1039.579956	3612.02002	4314.700195	1.1314	1.6289
9/19/03	1036.300049	3578.699951	4257	1.1474	1.6469
9/22/03	1022.820007	3456.27002	4228.200195	1.1473	1.653
9/23/03	1029.030029	3411.02002	4221.700195	1.1449	1.6534
9/24/03	1009.380005	3307.340088	4236.399902	1.1495	1.6589
9/25/03	1003.27002	3326.27002	4202.200195	1.148	1.6619
9/26/03	996.849976	3324.850098	4157.100098	1.145	1.6519
9/29/03	1006.580017	3323.379883	4142.700195	1.1707	1.6727
9/30/03	995.969971	3256.780029	4091.300049	1.1699	1.6612
10/1/03	1018.219971	3329.830078	4169.200195	1.169	1.6694
10/2/03	1020.23999	3276.639893	4209.100098	1.1638	1.6666
10/3/03	1029.849976	3419	4274	1.1634	1.6705
10/6/03	1034.349976	3404.909912	4270.100098	1.178	1.6713
10/7/03	1039.25	3355.780029	4272	1.1814	1.6611
10/8/03	1033.780029	3395.330078	4268.600098	1.1741	1.6596
10/9/03	1038.72998	3481.899902	4313.899902	1.1817	1.6693
10/10/03	1038.060059	3471.25	4311	1.1652	1.6611
10/14/03	1049.47998	3538.129883	4334.100098	1.1642	1.6707
10/15/03	1046.76001	3570.580078	4368.799805	1.1685	1.6805
10/16/03	1050.069946	3577.719971	4339.700195	1.1585	1.6699
10/17/03	1039.319946	3516.669922	4344	1.1639	1.6732
10/20/03	1044.680054	3559.330078	4347.600098	1.1674	1.6739
10/21/03	1046.030029	3580.080078	4352.299805	1.1757	1.6884
10/22/03	1030.359985	3490.600098	4285.600098	1.1767	1.69
10/23/03	1033.77002	3497.139893	4240.200195	1.1814	1.6982
10/24/03	1028.910034	3452.639893	4239	1.1746	1.695
10/27/03	1031.130005	3517.100098	4251.299805	1.1689	1.6907
10/28/03	1046.790039	3586.929932	4272.899902	1.1701	1.7024
10/29/03	1048.109985	3615.419922	4265.700195	1.1702	1.7023
10/30/03	1046.939941	3639.659912	4300.899902	1.1618	1.6933
10/31/03	1050.709961	3655.98999	4287.600098	1.1577	1.6932
11/3/03	1059.02002	3744.5	4332.600098	1.1479	1.6745
11/4/03	1053.25	3741.709961	4330.299805	1.143	1.6742
11/5/03	1051.810059	3717.699951	4303.399902	1.1426	1.6718
11/6/03	1058.050049	3733.929932	4324.200195	1.1411	1.6628
11/7/03	1053.209961	3782.560059	4376.899902	1.149	1.6707
11/10/03	1047.109985	3746.23999	4341.799805	1.1617	1.6748
11/12/03	1058.530029	3748.340088	4371.299805	1.1726	1.6876
11/13/03	1058.410034	3765.590088	4373	1.1782	1.6877
11/14/03	1050.349976	3797.399902	4397	1.1794	1.6904
11/17/03	1043.630005	3674.540039	4338.899902	1.181	1.6913
11/18/03	1034.150024	3666.280029	4354.700195	1.1934	1.6988
11/19/03	1042.439941	3652.290039	4327.399902	1.1924	1.7044
11/20/03	1033.650024	3638.040039	4308	1.1916	1.7059
11/21/03	1035.280029	3642.25	4319	1.1827	1.6993
11/24/03	1052.079956	3737.090088	4382.399902	1.1798	1.6982
11/25/03	1053.890015	3733.159912	4388.799805	1.1864	1.7006
11/26/03	1058.449951	3712.97998	4370.399902	1.2009	1.7234
11/28/03	1058.199951	3745.949951	4342.600098	1.2004	1.7238
12/1/03	1070.119995	3821.199951	4410	1.2004	1.7243
12/2/03	1066.619995	3809.26001	4378.899902	1.2086	1.7271
12/3/03	1064.72998	3875.659912	4392	1.2123	1.723
12/4/03	1069.719971	3874.780029	4378.200195	1.2123	1.725
12/5/03	1061.5	3841.72998	4367	1.2217	1.7317
12/8/03	1069.300049	3806.540039	4359.799805	1.224	1.7438
12/9/03	1060.180054	3846.179932	4379.600098	1.2255	1.7469
12/10/03	1059.050049	3820.919922	4335.399902	1.2133	1.7421
12/11/03	1071.209961	3858.850098	4331.299805	1.2272	1.749
12/12/03	1074.140015	3860.129883	4347.600098	1.2289	1.7479
12/15/03	1068.040039	3875.469971	4348	1.234	1.7499
12/16/03	1075.130005	3865.97998	4333	1.2373	1.7599
12/17/03	1076.47998	3847.570068	4354.200195	1.2369	1.7648
12/18/03	1089.180054	3870.879883	4397.299805	1.2415	1.766
12/19/03	1088.660034	3898.419922	4412.299805	1.2431	1.7607
12/22/03	1092.939941	3876.939941	4424	1.2397	1.7637
12/23/03	1096.02002	3903.340088	4440.899902	1.2434	1.7741
12/29/03	1109.47998	3952.719971	4457.5	1.2507	1.7788
12/30/03	1109.640015	3965.159912	4470.399902	1.2623	1.7913
1/2/04	1108.47998	4018.5	4510.200195	1.2668	1.8053
1/5/04	1122.219971	4035.899902	4513.299805	1.2771	1.8225
1/6/04	1123.670044	4035.439941	4505.200195	1.2684	1.8189
1/7/04	1126.329956	4004.399902	4473	1.2724	1.8289
1/8/04	1131.920044	4045.429932	4494.200195	1.2829	1.8427
1/9/04	1121.859985	4016.179932	4466.299805	1.2803	1.8487
1/12/04	1127.22998	3995.909912	4449.600098	1.2775	1.8485
1/13/04	1121.219971	3996.219971	4440.100098	1.2675	1.8369
1/14/04	1130.52002	4055.209961	4461.399902	1.2615	1.8231
1/15/04	1132.050049	4068.75	4456.100098	1.2441	1.8065
1/16/04	1139.829956	4111.640137	4487.899902	1.2536	1.8123
1/20/04	1138.77002	4106.410156	4499.299805	1.2587	1.8281
1/21/04	1147.619995	4138.040039	4511.200195	1.2694	1.841
1/22/04	1143.939941	4139.859863	4476.799805	1.2693	1.8363
1/23/04	1141.550049	4151.830078	4460.799805	1.2588	1.8264
1/26/04	1155.369995	4128.680176	4445.5	1.2559	1.8163
1/27/04	1144.050049	4134.419922	4447	1.2589	1.832
1/28/04	1128.47998	4150.240234	4468.100098	1.2453	1.8214
1/29/04	1134.109985	4095.709961	4411.5	1.2408	1.8168
1/30/04	1131.130005	4058.600098	4390.700195	1.2451	1.823
2/2/04	1135.26001	4071.600098	4381.399902	1.2562	1.8409
2/3/04	1136.030029	4057.51001	4390.600098	1.2511	1.8314
2/4/04	1126.52002	4028.370117	4398.5	1.262	1.841
2/5/04	1128.589966	4014.790039	4384.399902	1.2713	1.8499
2/6/04	1142.76001	4044.98999	4402.700195	1.2706	1.8584
2/9/04	1139.810059	4098.970215	4434.399902	1.2733	1.8699
2/10/04	1145.540039	4110.799805	4405	1.2678	1.869
2/11/04	1157.76001	4122.160156	4396.100098	1.2806	1.8894
2/12/04	1152.109985	4121.649902	4377.700195	1.2871	1.8967
2/13/04	1145.810059	4057.050049	4412	1.2844	1.9058
2/17/04	1156.98999	4095.860107	4461.5	1.2855	1.9064
2/18/04	1151.819946	4095.340088	4442.899902	1.2672	1.8905
2/19/04	1147.060059	4141.529785	4515.600098	1.264	1.8759
2/20/04	1144.109985	4073.350098	4515	1.2579	1.8653
2/23/04	1140.98999	4068.709961	4524.299805	1.2616	1.8794
2/24/04	1139.089966	3991.419922	4496.799805	1.2631	1.8908
2/25/04	1143.670044	3995.340088	4507.600098	1.2464	1.8649
2/26/04	1144.910034	4007.810059	4515.899902	1.2477	1.8603
2/27/04	1144.939941	4018.159912	4492.200195	1.2508	1.8738
3/1/04	1155.969971	4054.429932	4537	1.2392	1.8562
3/2/04	1149.099976	4100.339844	4540.100098	1.2151	1.8316
3/3/04	1151.030029	4071.699951	4525.100098	1.2164	1.8237
3/4/04	1154.869995	4133.779785	4559.100098	1.2408	1.8458
3/5/04	1156.859985	4126.140137	4547.100098	1.2378	1.8483
3/8/04	1147.199951	4145.990234	4553.799805	1.2405	1.8377
3/9/04	1140.579956	4087.550049	4542	1.2256	1.8072
3/10/04	1123.890015	4044.699951	4545.299805	1.2259	1.8006
3/11/04	1106.780029	3904.949951	4445.200195	1.2211	1.7929
3/12/04	1120.569946	3915.379883	4467.399902	1.224	1.7974
3/15/04	1104.48999	3810.76001	4412.899902	1.2349	1.8173
3/16/04	1110.699951	3822.370117	4428.899902	1.223	1.8139
3/17/04	1123.75	3896.790039	4456.799805	1.233	1.8278
3/18/04	1122.319946	3827.429932	4397.899902	1.2348	1.8352
3/19/04	1109.780029	3819.149902	4417.700195	1.2361	1.8469
3/22/04	1095.400024	3729.22998	4333.799805	1.2291	1.8448
3/23/04	1093.949951	3728.820068	4318.5	1.2191	1.8337
3/24/04	1091.329956	3726.070068	4309.5	1.214	1.8082
3/25/04	1109.189941	3811.919922	4373.600098	1.2164	1.8195
3/26/04	1108.060059	3822.330078	4357.5	1.215	1.8178
3/29/04	1122.469971	3881.25	4406.700195	1.2191	1.8268
3/30/04	1127	3874.040039	4412.799805	1.229	1.8375
3/31/04	1126.209961	3856.699951	4385.700195	1.2371	1.8573
