	SP	DAX	FTSE	EUR	GBP
10/5/00	1436.280029	6892.490234	6382	0.87	1.4469
10/6/00	1408.98999	6776.390137	6391.200195	0.8693	1.4538
10/10/00	1387.02002	6673.149902	6247.700195	0.8708	1.4613
10/11/00	1364.589966	6554.140137	6117.600098	0.8624	1.4671
10/12/00	1329.780029	6465.259766	6131.899902	0.8617	1.4628
10/13/00	1374.170044	6661.299805	6209.600098	0.8476	1.4459
10/16/00	1374.619995	6627.25	6285.700195	0.85	1.4408
10/17/00	1349.969971	6531.709961	6203.299805	0.8537	1.4592
10/18/00	1342.130005	6470.060059	6148.200195	0.8397	1.4445
10/19/00	1388.76001	6619.430176	6218.899902	0.8406	1.4467
10/20/00	1396.930054	6615.899902	6276.299805	0.8394	1.4527
10/23/00	1395.780029	6620.870117	6315.899902	0.8376	1.4478
10/24/00	1398.130005	6802.810059	6438.399902	0.8298	1.4389
10/25/00	1364.900024	6748.220215	6367.799805	0.8274	1.4298
10/26/00	1364.439941	6767.899902	6302.299805	0.8369	1.4378
10/27/00	1379.579956	6924.680176	6366.600098	0.8445	1.4527
10/30/00	1398.660034	6926.569824	6388.399902	0.8476	1.4522
10/31/00	1429.400024	7077.439941	6438.399902	0.854	1.4473
11/1/00	1421.219971	7059.069824	6457.600098	0.8588	1.4471
11/2/00	1428.319946	7088.640137	6392	0.863	1.4447
11/3/00	1426.689941	7128.27002	6385.399902	0.8644	1.4373
11/6/00	1432.189941	7136.299805	6431	0.8626	1.4297
11/7/00	1431.869995	7083.700195	6466.899902	0.8563	1.4254
11/8/00	1409.280029	7010.200195	6477.399902	0.8599	1.4218
11/9/00	1400.140015	6959.5	6442.200195	0.8637	1.4308
11/10/00	1365.97998	6851.689941	6400.200195	0.8597	1.4347
11/13/00	1351.26001	6742.100098	6274.799805	0.8573	1.4298
11/14/00	1382.949951	6966.649902	6412.899902	0.8599	1.4275
11/15/00	1389.810059	6961.089844	6432.299805	0.8564	1.4213
11/16/00	1372.319946	6811.490234	6430.399902	0.855	1.4243
11/17/00	1367.719971	6752.290039	6440.100098	0.8499	1.4253
11/20/00	1342.619995	6605.529785	6345	0.847	1.4178
11/21/00	1347.349976	6666.060059	6382.200195	0.8428	1.4138
11/22/00	1322.359985	6510.540039	6221.399902	0.8393	1.4048
11/24/00	1341.77002	6664.180176	6327.600098	0.8456	1.4168
11/27/00	1348.969971	6696.910156	6374.700195	0.8561	1.4185
11/28/00	1336.089966	6625.560059	6249.799805	0.8607	1.4233
11/29/00	1341.930054	6598.319824	6164.899902	0.8693	1.4188
11/30/00	1314.949951	6372.330078	6142.200195	0.8727	1.4323
12/1/00	1315.22998	6512.910156	6170.399902	0.8904	1.4511
12/4/00	1324.969971	6408.100098	6158.700195	0.8837	1.4456
12/5/00	1376.540039	6637.089844	6299	0.8839	1.4358
12/6/00	1351.459961	6622.25	6273.299805	0.8906	1.4428
12/7/00	1343.550049	6583.129883	6231.399902	0.8873	1.4472
12/8/00	1369.890015	6691.25	6288.299805	0.8786	1.4571
12/11/00	1380.199951	6782.52002	6370.399902	0.8772	1.4486
12/12/00	1371.180054	6733.589844	6390.399902	0.8785	1.4534
12/13/00	1359.98999	6620.209961	6403	0.884	1.4663
12/14/00	1340.930054	6475.839844	6263.799805	0.8985	1.4732
12/15/00	1312.150024	6331.299805	6175.799805	0.8963	1.4728
12/18/00	1322.73999	6390.25	6246.5	0.891	1.4641
12/19/00	1305.599976	6479.279785	6295	0.9057	1.4703
12/20/00	1264.73999	6248.759766	6176.700195	0.9141	1.4725
12/21/00	1274.859985	6200.709961	6115.5	0.9224	1.4763
12/22/00	1305.949951	6251.399902	6097.5	0.9276	1.4803
12/27/00	1328.920044	6328.160156	6218.200195	0.9287	1.4898
12/28/00	1334.219971	6371.640137	6223.200195	0.9307	1.4928
12/29/00	1320.280029	6433.609863	6222.5	0.9484	1.4918
1/3/01	1347.560059	6434.959961	6039.899902	0.947	1.4978
1/4/01	1333.339966	6376.540039	6185.600098	0.9537	1.5013
1/5/01	1298.349976	6382.310059	6198.100098	0.9503	1.5018
1/8/01	1295.859985	6392.169922	6149.600098	0.9413	1.4898
1/9/01	1300.800049	6404.52002	6088.100098	0.9404	1.4905
1/10/01	1313.27002	6320.069824	6059.899902	0.9507	1.497
1/11/01	1326.819946	6465.209961	6114.899902	0.9501	1.4842
1/12/01	1318.550049	6490.029785	6165.5	0.9397	1.4682
1/16/01	1326.650024	6502.890137	6083.299805	0.9324	1.4714
1/17/01	1329.469971	6653.379883	6197.399902	0.9386	1.4734
1/18/01	1347.969971	6635.759766	6209.899902	0.94	1.4724
1/19/01	1342.540039	6651.529785	6209.299805	0.9337	1.4606
1/22/01	1342.900024	6675	6232	0.9395	1.4706
1/23/01	1360.400024	6722.410156	6214.700195	0.9242	1.4629
1/24/01	1364.300049	6706.669922	6264.399902	0.9189	1.4543
1/25/01	1357.51001	6727.490234	6255.600098	0.9217	1.4593
1/26/01	1354.949951	6695.200195	6294.299805	0.9206	1.4602
1/29/01	1364.170044	6750.959961	6317	0.9205	1.4601
1/30/01	1373.72998	6739.299805	6334.5	0.9321	1.4628
1/31/01	1366.01001	6795.140137	6297.5	0.9427	1.4771
2/1/01	1373.469971	6704.680176	6251.799805	0.9338	1.4718
2/2/01	1349.469971	6638.200195	6256.399902	0.9397	1.4739
2/5/01	1354.310059	6628.069824	6269.200195	0.9326	1.4627
2/6/01	1352.26001	6693.029785	6293.399902	0.9335	1.4616
2/7/01	1340.890015	6578.959961	6225.700195	0.9172	1.445
2/8/01	1332.530029	6636.810059	6206.100098	0.9245	1.4449
2/9/01	1314.76001	6497.069824	6164.299805	0.93	1.4542
2/12/01	1330.310059	6564.910156	6241.399902	0.9236	1.4527
2/13/01	1318.800049	6557.930176	6228.5	0.9184	1.4572
2/14/01	1315.920044	6479.870117	6176.200195	0.9063	1.4483
2/15/01	1326.609985	6591.669922	6197.899902	0.9168	1.4542
2/16/01	1301.530029	6439.259766	6088.299805	0.9064	1.4413
2/20/01	1278.939941	6451.569824	5980.100098	0.9143	1.4443
2/21/01	1255.27002	6347.990234	5972.399902	0.9042	1.4466
2/22/01	1252.819946	6277.990234	6003.100098	0.9091	1.4479
2/23/01	1245.859985	6075.339844	5943.700195	0.9105	1.4455
2/26/01	1267.650024	6189.069824	5916.799805	0.919	1.4428
2/27/01	1257.939941	6220.47998	5941.200195	0.9207	1.4413
2/28/01	1239.939941	6208.240234	5917.899902	0.931	1.454
3/1/01	1241.22998	6123.379883	5908.600098	0.936	1.4728
3/2/01	1234.180054	6159.02002	5858.600098	0.93	1.4681
3/5/01	1241.410034	6216.379883	5931.299805	0.9288	1.4657
3/6/01	1253.800049	6284.060059	6012	0.9284	1.4593
3/7/01	1261.890015	6305.640137	6001.799805	0.9313	1.4676
3/8/01	1264.73999	6267.060059	6003.200195	0.9324	1.4672
3/9/01	1233.420044	6204.419922	5917.299805	0.9284	1.4653
3/12/01	1180.160034	6046.560059	5826.5	0.9204	1.4534
3/13/01	1197.660034	5962.930176	5720.700195	0.9128	1.45
3/14/01	1166.709961	5794.120117	5626	0.9059	1.4424
3/15/01	1173.560059	5889.950195	5729.200195	0.8955	1.4318
3/16/01	1150.530029	5734.490234	5562.799805	0.8973	1.4293
3/19/01	1170.810059	5657.290039	5551.600098	0.9025	1.4296
3/20/01	1142.619995	5782.160156	5646.799805	0.8982	1.4283
3/21/01	1122.140015	5622.089844	5540.700195	0.887	1.4198
3/22/01	1117.579956	5388.02002	5314.799805	0.8924	1.4272
3/23/01	1139.829956	5544.669922	5402.299805	0.8955	1.4333
3/26/01	1152.689941	5726.970215	5576.600098	0.8985	1.4371
3/27/01	1182.170044	5938.209961	5728.100098	0.8888	1.4363
3/28/01	1153.290039	5817.52002	5614	0.8822	1.4366
3/29/01	1147.949951	5879.299805	5588.399902	0.8851	1.4205
3/30/01	1160.329956	5829.950195	5633.700195	0.8812	1.4227
4/2/01	1145.869995	5760.759766	5618.5	0.8865	1.4263
4/3/01	1106.459961	5553.459961	5463.100098	0.9047	1.4355
4/4/01	1103.25	5597.660156	5535.700195	0.8969	1.4287
4/5/01	1151.439941	5773.339844	5621.799805	0.8994	1.4333
4/6/01	1128.430054	5698.879883	5601.5	0.9022	1.4483
4/9/01	1137.589966	5781.009766	5663.299805	0.8945	1.4451
4/10/01	1168.380005	5913.839844	5803	0.8813	1.432
4/11/01	1165.890015	5951.160156	5788.100098	0.8904	1.4369
4/12/01	1183.5	6002.299805	5766.600098	0.8903	1.437
4/17/01	1191.810059	5935.580078	5761.100098	0.8757	1.4228
4/18/01	1238.160034	6164.879883	5890.200195	0.8896	1.4365
4/19/01	1253.689941	6181.910156	5871.600098	0.8997	1.4413
4/20/01	1242.97998	6127.970215	5879.799805	0.9001	1.4423
4/23/01	1224.359985	6051.47998	5871.299805	0.9	1.4406
4/24/01	1209.469971	6124.569824	5840.299805	0.8992	1.4406
4/25/01	1228.75	6115.189941	5827.5	0.9011	1.4421
4/26/01	1234.52002	6123.660156	5868.299805	0.8931	1.4343
4/27/01	1253.050049	6175.240234	5951.399902	0.8871	1.4302
4/30/01	1249.459961	6264.509766	5967	0.8903	1.4302
5/2/01	1267.430054	6213.839844	5904.200195	0.8934	1.4355
5/3/01	1248.579956	6089.169922	5765.799805	0.8973	1.4403
5/4/01	1266.609985	6138.279785	5870.299805	0.8915	1.4398
5/7/01	1263.51001	6122.620117	5870.299805	0.8838	1.4303
5/8/01	1261.199951	6108.720215	5886.399902	0.8843	1.4206
5/9/01	1255.540039	6063.939941	5893.700195	0.8816	1.419
5/10/01	1255.180054	6165.180176	5964	0.8763	1.418
5/11/01	1245.670044	6141.02002	5896.799805	0.8745	1.4173
5/14/01	1248.920044	6064.680176	5690.5	0.878	1.4202
5/15/01	1249.439941	6070.379883	5842.899902	0.8846	1.4296
5/16/01	1284.98999	6148.439941	5884	0.8807	1.4283
5/17/01	1288.48999	6173.810059	5904.600098	0.8765	1.4293
5/18/01	1291.959961	6186.870117	5915	0.8761	1.4403
5/21/01	1312.829956	6249.870117	5941.600098	0.8677	1.4283
5/22/01	1309.380005	6270.589844	5976.600098	0.8589	1.423
5/23/01	1289.050049	6215.25	5897.5	0.8595	1.4128
5/24/01	1293.170044	6278.899902	5915.899902	0.8581	1.4198
5/25/01	1277.890015	6223.569824	5889.799805	0.8536	1.4179
5/29/01	1267.930054	6120.330078	5863.899902	0.8571	1.4251
5/30/01	1248.079956	6041.220215	5796.899902	0.8473	1.4179
5/31/01	1255.819946	6123.259766	5796.200195	0.846	1.4146
6/1/01	1260.670044	6125.169922	5809.600098	0.8518	1.4193
6/4/01	1267.109985	6177.740234	5856.5	0.8467	1.41
6/5/01	1283.569946	6242.129883	5922.600098	0.8507	1.3998
6/6/01	1270.030029	6192.439941	5901.5	0.8474	1.3828
6/7/01	1276.959961	6184.25	5948.299805	0.8473	1.3788
6/8/01	1264.959961	6187.209961	5950.600098	0.844	1.3741
6/11/01	1254.390015	6162.740234	5860.5	0.8489	1.3774
6/12/01	1255.849976	6059.149902	5804	0.8552	1.3872
6/13/01	1241.599976	6111.939941	5820.200195	0.8527	1.3956
6/14/01	1219.869995	6031.27002	5752.600098	0.8633	1.406
6/15/01	1214.359985	5915.180176	5723	0.8589	1.4022
6/18/01	1208.430054	5869.040039	5671.600098	0.8572	1.398
6/19/01	1212.579956	5922.529785	5680.399902	0.8514	1.3943
6/20/01	1223.140015	5876.040039	5699.600098	0.8526	1.4104
6/21/01	1237.040039	5926.379883	5641.399902	0.8542	1.411
6/22/01	1225.349976	5941.77002	5665.700195	0.8602	1.4141
6/25/01	1218.599976	5902.319824	5661.899902	0.862	1.4149
6/26/01	1216.76001	5847.790039	5555.700195	0.8608	1.4147
6/27/01	1211.069946	5833.100098	5607.899902	0.8503	1.4098
6/28/01	1226.199951	5971.77002	5638.399902	0.8473	1.4055
6/29/01	1224.380005	6058.379883	5642.5	0.8451	1.4175
7/2/01	1236.719971	6109.5	5716.700195	0.8465	1.4067
7/3/01	1234.449951	6056.839844	5639.899902	0.8406	1.4039
7/5/01	1219.23999	5999.189941	5549.600098	0.8401	1.4024
7/6/01	1190.589966	5862.100098	5479.200195	0.8464	1.4064
7/9/01	1198.780029	5869.859863	5468.899902	0.8554	1.4118
7/10/01	1181.52002	5816.319824	5467.899902	0.8632	1.4168
7/11/01	1180.180054	5801.799805	5391.899902	0.8525	1.4054
7/12/01	1208.140015	5889.879883	5481.600098	0.8519	1.3993
7/13/01	1215.680054	5928.009766	5537	0.8557	1.4008
7/16/01	1202.449951	5853.759766	5517.100098	0.8516	1.4011
7/17/01	1214.439941	5846.660156	5427.799805	0.8646	1.4113
7/18/01	1207.709961	5728.370117	5404.600098	0.8709	1.4155
7/19/01	1215.02002	5829.689941	5437.399902	0.8763	1.4316
7/20/01	1210.849976	5764.060059	5387.100098	0.8672	1.4203
7/23/01	1191.030029	5791.72998	5405.299805	0.8736	1.419
7/24/01	1171.650024	5663.259766	5320.200195	0.8799	1.4276
7/25/01	1190.48999	5582.759766	5275.700195	0.8763	1.4269
7/26/01	1202.930054	5675.759766	5286.100098	0.8775	1.4268
7/27/01	1205.819946	5754.859863	5403.100098	0.8747	1.4267
7/30/01	1204.52002	5792.189941	5446.700195	0.8756	1.4273
7/31/01	1211.22998	5861.189941	5529.100098	0.8806	1.4327
8/1/01	1215.930054	5835.22998	5546.899902	0.8793	1.4289
8/2/01	1220.75	5777.279785	5584.5	0.8829	1.4255
8/3/01	1214.349976	5735.879883	5547.600098	0.8799	1.4193
8/6/01	1200.47998	5746.040039	5526.399902	0.8773	1.417
8/7/01	1204.400024	5752.509766	5536.799805	0.8761	1.4152
8/8/01	1183.530029	5614.509766	5476.5	0.8854	1.4189
8/9/01	1183.430054	5512.279785	5402.899902	0.8939	1.4257
8/10/01	1190.160034	5433.490234	5427.200195	0.8995	1.4236
8/13/01	1191.290039	5453.77002	5431.100098	0.8968	1.42
8/14/01	1186.72998	5520.709961	5507.799805	0.9107	1.4373
8/15/01	1178.02002	5455.439941	5461.600098	0.9109	1.4429
8/16/01	1181.660034	5361.919922	5389.799805	0.9137	1.4423
8/17/01	1161.969971	5222.120117	5342.100098	0.9121	1.4439
8/20/01	1171.410034	5207.830078	5357.5	0.9137	1.4488
8/21/01	1157.26001	5216.109863	5430.299805	0.9213	1.4555
8/22/01	1165.310059	5220.209961	5408.700195	0.9129	1.4463
8/23/01	1162.089966	5254.040039	5396.5	0.9136	1.4453
8/24/01	1184.930054	5387.5	5471.899902	0.9096	1.4433
8/27/01	1179.209961	5406.470215	5471.899902	0.9056	1.4438
8/28/01	1161.51001	5308.779785	5434.700195	0.9104	1.452
8/29/01	1148.560059	5305	5417.600098	0.9084	1.4498
8/30/01	1129.030029	5162.399902	5332.700195	0.9152	1.4551
8/31/01	1133.579956	5188.169922	5345	0.8993	1.4503
9/4/01	1132.939941	5208.100098	5379.600098	0.8873	1.4507
9/5/01	1131.73999	5048.080078	5316.100098	0.8873	1.4474
9/6/01	1106.400024	4875.370117	5204.299805	0.9019	1.4605
9/7/01	1085.780029	4730.669922	5070.299805	0.901	1.4623
9/10/01	1092.540039	4670.129883	5033.700195	0.9071	1.4676
9/17/01	1038.77002	4243.680176	4898.899902	0.9215	1.4615
9/18/01	1032.73999	4194.850098	4848.700195	0.9248	1.4663
9/19/01	1016.099976	4041.800049	4721.700195	0.9273	1.4648
9/20/01	984.539978	3809.669922	4556.899902	0.9167	1.4593
9/21/01	965.799988	3787.22998	4433.700195	0.9162	1.4663
9/24/01	1003.450012	4038.689941	4613.899902	0.9222	1.468
9/25/01	1012.27002	4009.120117	4663.399902	0.9207	1.4731
9/26/01	1007.039978	4095.320068	4696.100098	0.918	1.474
9/27/01	1018.609985	4184.5	4763.600098	0.9134	1.4664
9/28/01	1040.939941	4308.149902	4903.399902	0.9152	1.4799
10/1/01	1038.550049	4239.970215	4785.600098	0.9187	1.4718
10/2/01	1051.329956	4304.200195	4832.299805	0.9221	1.4781
10/3/01	1072.280029	4436.660156	4881.799805	0.9149	1.4761
10/4/01	1069.630005	4548.129883	5016.200195	0.9173	1.4778
10/5/01	1071.380005	4487.689941	5036	0.9192	1.4675
10/9/01	1056.75	4472.419922	5009.799805	0.9148	1.4547
10/10/01	1080.98999	4613.189941	5153.100098	0.9008	1.4431
10/11/01	1097.430054	4718.459961	5164.899902	0.9026	1.449
10/12/01	1091.650024	4625.129883	5145.5	0.9087	1.4495
10/15/01	1089.97998	4548.47998	5067.299805	0.9056	1.4446
10/16/01	1097.540039	4626.47998	5082.600098	0.9052	1.4478
10/17/01	1077.089966	4644.819824	5203.399902	0.9038	1.4445
10/18/01	1068.609985	4574.370117	5116	0.899	1.4394
10/19/01	1073.47998	4513.529785	5017.700195	0.8946	1.428
10/22/01	1089.900024	4619.319824	5070.399902	0.891	1.4227
10/23/01	1084.780029	4704.220215	5193.299805	0.8923	1.4253
10/24/01	1085.199951	4811.819824	5167.600098	0.8949	1.4301
10/25/01	1100.089966	4715.600098	5086.600098	0.8922	1.4308
10/26/01	1104.609985	4820.259766	5188.700195	0.9036	1.4513
10/29/01	1078.300049	4660.350098	5085.899902	0.9076	1.4558
10/30/01	1059.790039	4543.97998	5003.600098	0.9014	1.4523
10/31/01	1059.780029	4559.129883	5039.700195	0.9082	1.4633
11/1/01	1084.099976	4636.129883	5071.200195	0.9032	1.4645
11/2/01	1087.199951	4583.310059	5129.5	0.8969	1.4574
11/5/01	1102.839966	4755.109863	5209.100098	0.8966	1.4573
11/6/01	1118.859985	4707.649902	5214.100098	0.9009	1.4633
11/7/01	1115.800049	4860.660156	5216.299805	0.8964	1.4596
11/8/01	1118.540039	4993.569824	5278.100098	0.8929	1.4563
11/9/01	1120.310059	4910.069824	5244.200195	0.8818	1.4422
11/13/01	1139.089966	4946.970215	5277.100098	0.8805	1.4383
11/14/01	1141.209961	4953.529785	5240.799805	0.8824	1.4338
11/15/01	1142.23999	5006.330078	5238.200195	0.8852	1.4316
11/16/01	1138.650024	5062.640137	5291	0.8798	1.4186
11/19/01	1151.060059	5185.100098	5338	0.8836	1.4188
11/20/01	1142.660034	5096.180176	5298.700195	0.8777	1.4173
11/21/01	1137.030029	5087.029785	5313.799805	0.8792	1.413
11/23/01	1150.339966	5150.970215	5293.200195	0.88	1.4144
11/26/01	1157.420044	5114.120117	5302.5	0.8784	1.4132
11/27/01	1149.5	5059.569824	5266	0.8853	1.423
11/28/01	1128.52002	4915.950195	5205.200195	0.8893	1.4248
11/29/01	1140.199951	4936.080078	5208.5	0.8951	1.425
11/30/01	1139.449951	4989.910156	5203.600098	0.8926	1.42
12/3/01	1129.900024	4988.439941	5164.600098	0.8918	1.4238
12/4/01	1144.800049	5013.990234	5212.100098	0.8921	1.4212
12/5/01	1170.349976	5262.75	5333.5	0.8909	1.4232
12/6/01	1167.099976	5271.290039	5369.799805	0.8913	1.4318
12/7/01	1158.310059	5199.029785	5264.700195	0.8877	1.4323
12/10/01	1139.930054	5124.680176	5185	0.8903	1.4373
12/11/01	1136.76001	5146.450195	5160.799805	0.8944	1.4446
12/12/01	1137.069946	5062.560059	5120	0.8982	1.4474
12/13/01	1119.380005	4966.049805	5074.899902	0.9027	1.4524
12/14/01	1123.089966	4909.419922	5061	0.9055	1.4595
12/17/01	1134.359985	5067.990234	5136.299805	0.9016	1.457
12/18/01	1142.920044	5039.640137	5151.100098	0.8987	1.4508
12/19/01	1149.560059	4984.689941	5120.600098	0.8974	1.4473
12/20/01	1139.930054	4934.140137	5080.200195	0.8893	1.4421
12/21/01	1144.890015	5019.009766	5159.200195	0.8792	1.4423
12/27/01	1157.130005	5117.129883	5213.200195	0.8796	1.4454
12/28/01	1161.02002	5160.100098	5242.399902	0.8911	1.4543
1/2/02	1154.670044	5167.879883	5218.299805	0.901	1.4451
1/3/02	1165.27002	5270.290039	5318.799805	0.8966	1.4423
1/4/02	1172.51001	5318.72998	5323.799805	0.8922	1.4393
1/7/02	1164.890015	5232.220215	5293.600098	0.8911	1.4417
1/8/02	1160.709961	5236.370117	5250.399902	0.8891	1.4402
1/9/02	1155.140015	5288.209961	5228.5	0.8925	1.4451
1/10/02	1156.550049	5228.109863	5190.700195	0.8916	1.4457
1/11/02	1145.599976	5209.970215	5198.600098	0.8932	1.4513
1/14/02	1138.410034	5065.839844	5113.5	0.8915	1.4463
1/15/02	1146.189941	5062.040039	5166	0.8818	1.4379
1/16/02	1127.569946	4984.200195	5127.600098	0.8812	1.4378
1/17/02	1138.880005	5133.399902	5138.5	0.8802	1.4328
1/18/02	1127.579956	5122.22998	5126.799805	0.8828	1.4277
1/22/02	1119.310059	5045.720215	5149.200195	0.8851	1.4258
1/23/02	1128.180054	5163.029785	5180.700195	0.8769	1.4226
1/24/02	1132.150024	5170.439941	5233.100098	0.8639	1.4113
1/25/02	1133.280029	5156.629883	5193.100098	0.8595	1.4083
1/28/02	1133.060059	5159.02002	5223.600098	0.8623	1.412
1/29/02	1100.640015	5084.52002	5131.399902	0.8612	1.4117
1/30/02	1113.569946	5052.200195	5089.299805	0.8616	1.4135
1/31/02	1130.199951	5107.609863	5164.799805	0.8624	1.4155
2/1/02	1122.199951	5097.060059	5189.700195	0.8645	1.4153
2/4/02	1094.439941	4984.47998	5167.299805	0.8706	1.4201
2/5/02	1090.02002	4936.75	5093.399902	0.8656	1.4154
2/6/02	1083.51001	4804.410156	5073.799805	0.867	1.4098
2/7/02	1080.170044	4862.620117	5127	0.8731	1.418
2/8/02	1096.219971	4835.950195	5128.100098	0.8783	1.4226
2/11/02	1111.939941	4940	5161.799805	0.8775	1.4293
2/12/02	1107.5	4884.779785	5135.700195	0.873	1.4311
2/13/02	1118.51001	4935.350098	5153.899902	0.8707	1.428
2/14/02	1116.47998	4973.77002	5208.799805	0.8725	1.4321
2/15/02	1104.180054	4862.600098	5182.5	0.8697	1.4257
2/19/02	1083.339966	4764.049805	5092.5	0.8726	1.4287
2/20/02	1097.97998	4780.240234	5024.200195	0.8704	1.4259
2/21/02	1080.949951	4850.72998	5073.299805	0.8748	1.4304
2/22/02	1089.839966	4745.580078	5050.799805	0.8705	1.4282
2/25/02	1109.430054	4863.540039	5100.700195	0.8688	1.4253
2/26/02	1109.380005	4897.75	5139	0.8655	1.4187
2/27/02	1109.890015	4960.220215	5178.399902	0.8635	1.4136
2/28/02	1106.72998	5039.080078	5101	0.8679	1.4208
3/1/02	1131.780029	5097.410156	5169	0.8673	1.4203
3/4/02	1153.839966	5245.839844	5242	0.8669	1.4196
3/5/02	1146.140015	5228.669922	5214	0.8729	1.4234
3/6/02	1162.77002	5285.259766	5245.5	0.8789	1.4234
3/7/02	1157.540039	5289.430176	5282.100098	0.8756	1.4228
3/8/02	1164.310059	5359.549805	5285.700195	0.8752	1.4206
3/11/02	1168.26001	5340.669922	5258.899902	0.8718	1.4096
3/12/02	1165.579956	5275.810059	5252.5	0.8764	1.4145
3/13/02	1154.089966	5245.990234	5272	0.8836	1.4215
3/14/02	1153.040039	5276.870117	5261.399902	0.8848	1.4248
3/15/02	1166.160034	5401.109863	5292.700195	0.8796	1.4252
3/18/02	1165.550049	5426.040039	5299.899902	0.8825	1.4263
3/19/02	1170.290039	5462.549805	5316.100098	0.8834	1.4239
3/20/02	1151.849976	5364.700195	5266.899902	0.8813	1.4245
3/21/02	1153.589966	5348.680176	5253.299805	0.8795	1.4267
3/22/02	1148.699951	5366.129883	5250.5	0.876	1.4269
3/25/02	1131.869995	5317.379883	5203.600098	0.878	1.4277
3/26/02	1138.48999	5390.589844	5195.5	0.875	1.425
3/27/02	1144.579956	5348	5214.700195	0.8721	1.4233
3/28/02	1147.390015	5397.290039	5271.799805	0.8716	1.4264
4/2/02	1136.76001	5311.080078	5251.399902	0.8807	1.4371
4/3/02	1125.400024	5281.839844	5247.799805	0.8824	1.4375
4/4/02	1126.339966	5254.950195	5209.5	0.8791	1.4358
4/5/02	1122.72998	5260.529785	5233.600098	0.8762	1.434
4/8/02	1125.290039	5180.330078	5178.600098	0.8772	1.4319
4/9/02	1117.800049	5170.25	5179.600098	0.8801	1.4364
4/10/02	1130.469971	5265.359863	5229.100098	0.8833	1.4384
4/11/02	1103.689941	5162.959961	5137.399902	0.8787	1.4369
4/12/02	1111.01001	5189.649902	5161	0.8796	1.4362
4/15/02	1102.550049	5244.200195	5201.399902	0.8811	1.4383
4/16/02	1128.369995	5343.879883	5259.899902	0.8893	1.4439
4/17/02	1126.069946	5318.549805	5263.899902	0.8912	1.4477
4/18/02	1124.469971	5262.879883	5229.399902	0.8884	1.4463
4/19/02	1125.170044	5284.549805	5243.600098	0.8884	1.4492
4/22/02	1107.829956	5205.47998	5221.5	0.889	1.4487
4/23/02	1100.959961	5192.100098	5191	0.8919	1.4494
4/24/02	1093.140015	5160.140137	5218.200195	0.899	1.4543
4/25/02	1091.47998	5054.410156	5197.5	0.8984	1.4547
4/26/02	1076.319946	5000.379883	5159	0.9015	1.4571
4/29/02	1065.449951	5008.040039	5153.899902	0.9024	1.4577
4/30/02	1076.920044	5041.200195	5165.600098	0.9002	1.4564
5/2/02	1084.560059	4964.560059	5174.100098	0.9096	1.4677
5/3/02	1073.430054	4882.77002	5203.100098	0.9152	1.4668
5/6/02	1052.670044	4880.669922	5203.100098	0.9124	1.4643
5/7/02	1049.48999	4872.410156	5119.899902	0.9098	1.4597
5/8/02	1088.849976	5028.589844	5209.100098	0.9049	1.4558
5/9/02	1073.01001	4966.47998	5197.600098	0.9128	1.4621
5/10/02	1054.98999	4871.700195	5171.200195	0.912	1.4609
5/13/02	1074.560059	4975.47998	5204.799805	0.9029	1.4482
5/14/02	1097.280029	5049.080078	5239.5	0.9068	1.4543
5/15/02	1091.069946	5072.390137	5259.100098	0.9129	1.4598
5/16/02	1098.22998	5047.450195	5248.5	0.9174	1.4588
5/17/02	1106.589966	5036.410156	5218	0.9199	1.4583
5/20/02	1091.880005	4998.990234	5208.100098	0.9181	1.4555
5/21/02	1079.880005	4984.609863	5197.200195	0.9246	1.4575
5/22/02	1086.02002	4919.5	5151.899902	0.9209	1.4531
5/23/02	1097.079956	4879.5	5175.299805	0.9197	1.4527
5/24/02	1083.819946	4899.129883	5169.100098	0.9255	1.459
5/28/02	1074.550049	4918.580078	5074.200195	0.9318	1.4608
5/29/02	1067.660034	4881.799805	5083	0.9391	1.4671
5/30/02	1064.660034	4761.959961	5040.799805	0.9364	1.4623
5/31/02	1067.140015	4818.299805	5085.100098	0.9331	1.4568
6/3/02	1040.680054	4747.950195	5085.100098	0.9422	1.4617
6/4/02	1040.689941	4625.790039	5085.100098	0.9365	1.4546
6/5/02	1049.900024	4624.310059	4989.200195	0.9444	1.4582
6/6/02	1029.150024	4657.52002	4957.600098	0.9465	1.4616
6/7/02	1027.530029	4610.180176	4920.399902	0.9466	1.4618
6/10/02	1030.73999	4589.259766	4928.200195	0.9428	1.4649
6/11/02	1013.599976	4606.089844	4934.799805	0.9469	1.4711
6/12/02	1020.26001	4510.189941	4851.700195	0.945	1.4722
6/13/02	1009.559998	4470.140137	4771.899902	0.9521	1.4795
6/14/02	1007.27002	4303.850098	4630.799805	0.9429	1.4784
6/17/02	1036.170044	4475.100098	4756.799805	0.9484	1.4854
6/18/02	1037.140015	4433.850098	4702	0.9566	1.4894
6/19/02	1019.98999	4354.819824	4652.399902	0.9617	1.4969
6/20/02	1006.289978	4245.680176	4580.299805	0.9661	1.4965
6/21/02	989.140015	4232.399902	4605.399902	0.9784	1.5066
6/24/02	992.719971	4127.209961	4541.899902	0.9729	1.5003
6/25/02	976.140015	4202.970215	4631	0.9888	1.5268
6/26/02	973.530029	4099.049805	4531	0.9847	1.5237
6/27/02	990.640015	4259.430176	4540.700195	0.9925	1.5306
