Date,Open,High,Low,Close,Return
28/07/15,2070.75,2095.600098,2069.090088,2093.25,0.012310074
27/07/15,2078.189941,2078.189941,2063.52002,2067.639893,-0.005791755
24/07/15,2102.23999,2106.01001,2077.090088,2079.649902,-0.010761021
23/07/15,2114.159912,2116.870117,2098.629883,2102.149902,-0.00569221
22/07/15,2118.209961,2118.51001,2110,2114.149902,-0.002390565
21/07/15,2127.550049,2128.48999,2115.399902,2119.209961,-0.004270796
20/07/15,2126.850098,2132.820068,2123.659912,2128.280029,0.000770936
17/07/15,2126.800049,2128.909912,2119.879883,2126.639893,0.001105572
16/07/15,2110.550049,2124.419922,2110.550049,2124.290039,0.007982734
15/07/15,2109.01001,2114.139893,2102.48999,2107.399902,-0.000735256
14/07/15,2099.719971,2111.97998,2098.179932,2108.949951,0.004443273
13/07/15,2080.030029,2100.669922,2080.030029,2099.600098,0.011005269
10/7/15,2052.73999,2081.310059,2052.73999,2076.620117,0.012262986
9/7/15,2049.72998,2074.280029,2049.72998,2051.310059,0.002259648
8/7/15,2077.659912,2077.659912,2044.660034,2046.680054,-0.016792965
7/7/15,2069.52002,2083.73999,2044.02002,2081.340088,0.006062561
6/7/15,2073.949951,2078.610107,2058.399902,2068.76001,-0.003869232
2/7/15,2078.030029,2085.060059,2071.02002,2076.780029,-0.00030807
1/7/15,2067,2082.780029,2067,2077.419922,0.006912097
30/06/15,2061.189941,2074.280029,2056.320068,2063.110107,0.002654962
29/06/15,2098.629883,2098.629883,2056.639893,2057.639893,-0.021086969
26/06/15,2102.620117,2108.919922,2095.379883,2101.48999,-0.000390156
25/06/15,2109.959961,2116.040039,2101.780029,2102.310059,-0.002978004
24/06/15,2123.649902,2125.100098,2108.580078,2108.580078,-0.007380466
23/06/15,2123.159912,2128.030029,2119.889893,2124.199951,0.000635666
22/06/15,2112.5,2129.870117,2112.5,2122.850098,0.006076368
19/06/15,2121.060059,2121.639893,2109.449951,2109.98999,-0.005317615
18/06/15,2101.580078,2126.649902,2101.580078,2121.23999,0.009854
17/06/15,2097.399902,2106.790039,2088.860107,2100.439941,0.001977684
16/06/15,2084.26001,2097.399902,2082.100098,2096.290039,0.00567373
15/06/15,2091.340088,2091.340088,2072.48999,2084.429932,-0.004633289
12/6/15,2107.429932,2107.429932,2091.330078,2094.110107,-0.007018875
11/6/15,2106.23999,2115.02002,2106.23999,2108.860107,0.001737117
10/6/15,2081.120117,2108.5,2081.120117,2105.199951,0.011970492
9/6/15,2079.070068,2085.620117,2072.139893,2080.149902,0.000418265
8/6/15,2092.340088,2093.01001,2079.110107,2079.280029,-0.00649556
5/6/15,2095.090088,2100.98999,2085.669922,2092.830078,-0.001437215
4/6/15,2112.350098,2112.889893,2093.22998,2095.840088,-0.008660562
3/6/15,2110.639893,2121.919922,2109.610107,2114.070068,0.002116629
2/6/15,2110.409912,2117.590088,2099.139893,2109.600098,-0.001009105
1/6/15,2108.639893,2119.149902,2102.540039,2111.72998,0.002057343
29/05/15,2120.659912,2120.659912,2104.889893,2107.389893,-0.006338515
28/05/15,2122.27002,2122.27002,2112.860107,2120.790039,-0.001267564
27/05/15,2105.129883,2126.219971,2105.129883,2123.47998,0.009120919
26/05/15,2125.340088,2125.340088,2099.179932,2104.199951,-0.010335205
22/05/15,2130.360107,2132.149902,2126.060059,2126.060059,-0.002236385
21/05/15,2125.550049,2134.280029,2122.949951,2130.820068,0.002335146
20/05/15,2127.790039,2134.719971,2122.590088,2125.850098,-0.000930949
19/05/15,2129.449951,2133.02002,2124.5,2127.830078,-0.000643582
18/05/15,2121.300049,2131.780029,2120.01001,2129.199951,0.003043313
15/05/15,2122.070068,2123.889893,2116.810059,2122.72998,0.000768118
14/05/15,2100.429932,2121.449951,2100.429932,2121.100098,0.010721605
13/05/15,2099.620117,2110.189941,2096.040039,2098.47998,-0.000305001
12/5/15,2102.870117,2105.060059,2085.570068,2099.120117,-0.002953996
11/5/15,2115.560059,2117.689941,2104.580078,2105.330078,-0.005102557
8/5/15,2092.129883,2117.659912,2092.129883,2116.100098,0.013368148
7/5/15,2079.959961,2092.899902,2074.98999,2088,0.003766711
6/5/15,2091.26001,2098.419922,2067.929932,2080.149902,-0.004465681
5/5/15,2112.629883,2115.23999,2088.459961,2089.459961,-0.011908003
4/5/15,2110.22998,2120.949951,2110.22998,2114.48999,0.002936433
1/5/15,2087.379883,2108.409912,2087.379883,2108.290039,0.010863776
30/04/15,2105.52002,2105.52002,2077.590088,2085.51001,-0.010180553
29/04/15,2112.48999,2113.649902,2097.409912,2106.850098,-0.003747348
28/04/15,2108.350098,2116.040039,2094.889893,2114.76001,0.002765404
27/04/15,2119.290039,2125.919922,2107.040039,2108.919922,-0.004149913
24/04/15,2112.800049,2120.919922,2112.800049,2117.689941,0.002250266
23/04/15,2107.209961,2120.48999,2103.189941,2112.929932,0.002354941
22/04/15,2098.27002,2109.97998,2091.050049,2107.959961,0.005074583
21/04/15,2102.820068,2109.639893,2094.379883,2097.290039,-0.001481702
20/04/15,2084.110107,2103.939941,2084.110107,2100.399902,0.009192748
17/04/15,2102.580078,2102.580078,2072.370117,2081.179932,-0.011375704
16/04/15,2105.959961,2111.300049,2100.02002,2104.98999,-0.000778747
15/04/15,2097.820068,2111.909912,2097.820068,2106.629883,0.005134989
14/04/15,2092.280029,2098.620117,2083.23999,2095.840088,0.001628432
13/04/15,2102.030029,2107.649902,2092.330078,2092.429932,-0.004591807
10/4/15,2091.51001,2102.610107,2091.51001,2102.060059,0.005189377
9/4/15,2081.290039,2093.310059,2074.290039,2091.179932,0.004447576
8/4/15,2076.939941,2086.689941,2073.300049,2081.899902,0.002678941
7/4/15,2080.790039,2089.810059,2076.100098,2076.330078,-0.002064033
6/4/15,2064.870117,2086.98999,2056.52002,2080.620117,0.006587073
2/4/15,2060.030029,2072.169922,2057.320068,2066.959961,0.003523453
1/4/15,2067.629883,2067.629883,2048.379883,2059.689941,-0.003973255
31/03/15,2084.050049,2084.050049,2067.040039,2067.889893,-0.008834686
30/03/15,2064.110107,2088.969971,2064.110107,2086.23999,0.012162382
27/03/15,2055.780029,2062.830078,2052.959961,2061.02002,0.002365761
26/03/15,2059.939941,2067.149902,2045.5,2056.149902,-0.002380331
25/03/15,2093.100098,2097.429932,2061.050049,2061.050049,-0.014665926
24/03/15,2103.939941,2107.629883,2091.5,2091.5,-0.006158346
23/03/15,2107.98999,2114.860107,2104.419922,2104.419922,-0.001747257
20/03/15,2090.320068,2113.919922,2090.320068,2108.100098,0.008972382
19/03/15,2098.689941,2098.689941,2085.560059,2089.27002,-0.004884489
18/03/15,2072.840088,2106.850098,2061.22998,2099.5,0.012085102
17/03/15,2080.590088,2080.590088,2065.080078,2074.280029,-0.003325698
16/03/15,2055.350098,2081.409912,2055.350098,2081.189941,0.013442909
13/03/15,2064.560059,2064.560059,2041.170044,2053.399902,-0.006093237
12/3/15,2041.099976,2066.409912,2041.099976,2065.949951,0.012522702
11/3/15,2044.689941,2050.080078,2039.689941,2040.23999,-0.001919521
10/3/15,2076.139893,2076.139893,2044.160034,2044.160034,-0.017106821
9/3/15,2072.25,2083.48999,2072.209961,2079.429932,0.003936662
6/3/15,2100.909912,2100.909912,2067.27002,2071.26001,-0.014275356
5/3/15,2098.540039,2104.25,2095.219971,2101.040039,0.001195365
4/3/15,2107.719971,2107.719971,2094.48999,2098.530029,-0.004398161
3/3/15,2115.76001,2115.76001,2098.26001,2107.780029,-0.004548873
2/3/15,2105.22998,2117.52002,2104.5,2117.389893,0.006106238
27/02/15,2110.879883,2112.73999,2103.75,2104.5,-0.002960683
26/02/15,2113.909912,2113.909912,2103.76001,2110.73999,-0.001477119
25/02/15,2115.300049,2119.590088,2109.889893,2113.860107,-0.000766017
24/02/15,2109.100098,2117.939941,2105.870117,2115.47998,0.002754972
23/02/15,2109.830078,2110.050049,2103,2109.659912,-0.000303385
20/02/15,2097.649902,2110.610107,2085.439941,2110.300049,0.006107843
19/02/15,2099.25,2102.129883,2090.790039,2097.449951,-0.001062622
18/02/15,2099.159912,2100.22998,2092.149902,2099.679932,-0.000314359
17/02/15,2096.469971,2101.300049,2089.800049,2100.340088,0.0015963
13/02/15,2088.780029,2097.030029,2086.699951,2096.98999,0.004066459
12/2/15,2069.97998,2088.530029,2069.97998,2088.47998,0.009598295
11/2/15,2068.550049,2073.47998,2057.98999,2068.530029,-2.90E-05
10/2/15,2049.379883,2070.860107,2048.620117,2068.590088,0.01061898
9/2/15,2053.469971,2056.159912,2041.880005,2046.73999,-0.00425624
6/2/15,2062.280029,2072.399902,2049.969971,2055.469971,-0.003424028
5/2/15,2043.449951,2063.550049,2043.449951,2062.52002,0.010238811
4/2/15,2048.860107,2054.73999,2036.719971,2041.51001,-0.004164706
3/2/15,2022.709961,2050.300049,2022.709961,2050.030029,0.014336238
2/2/15,1996.670044,2021.660034,1980.900024,2020.849976,0.01287917
30/01/15,2019.349976,2023.319946,1993.380005,1994.98999,-0.013077099
29/01/15,2002.449951,2024.640015,1989.180054,2021.25,0.009489517
28/01/15,2032.339966,2042.48999,2001.48999,2002.160034,-0.013587503
27/01/15,2047.859985,2047.859985,2019.910034,2029.550049,-0.013478288
26/01/15,2050.419922,2057.620117,2040.969971,2057.090088,0.002565168
23/01/15,2062.97998,2062.97998,2050.540039,2051.820068,-0.005506656
22/01/15,2034.300049,2064.620117,2026.380005,2063.149902,0.015154313
21/01/15,2020.189941,2038.290039,2012.040039,2032.119995,0.004720465
20/01/15,2020.76001,2028.939941,2004.48999,2022.550049,0.001548752
16/01/15,1992.25,2020.459961,1988.119995,2019.420044,0.013334893
15/01/15,2013.75,2021.349976,1991.469971,1992.670044,-0.009290903
14/01/15,2018.400024,2018.400024,1988.439941,2011.27002,-0.005830029
13/01/15,2031.579956,2056.929932,2008.25,2023.030029,-0.002581886
12/1/15,2046.130005,2049.300049,2022.579956,2028.26001,-0.008126617
9/1/15,2063.449951,2064.429932,2038.329956,2044.810059,-0.008439322
8/1/15,2030.609985,2064.080078,2030.609985,2062.139893,0.017730169
7/1/15,2005.550049,2029.609985,2005.550049,2025.900024,0.011562736
6/1/15,2022.150024,2030.25,1992.439941,2002.609985,-0.008933255
5/1/15,2054.439941,2054.439941,2017.339966,2020.579956,-0.018447213
2/1/15,2058.899902,2072.360107,2046.040039,2058.199951,-0.000340021
31/12/14,2082.110107,2085.580078,2057.939941,2058.899902,-0.010364384
30/12/14,2088.48999,2088.48999,2079.530029,2080.350098,-0.004900593
29/12/14,2087.629883,2093.550049,2085.75,2090.570068,0.000861403
26/12/14,2084.300049,2092.699951,2084.300049,2088.77002,0.00330411
24/12/14,2083.25,2087.560059,2081.860107,2081.879883,-0.000139306
23/12/14,2081.47998,2086.72998,2079.77002,2082.169922,0.001744839
22/12/14,2069.280029,2078.76001,2069.280029,2078.540039,0.003803223
19/12/14,2061.040039,2077.850098,2061.030029,2070.649902,0.004559638
18/12/14,2018.97998,2061.22998,2018.97998,2061.22998,0.023731374
17/12/14,1973.77002,2016.75,1973.77002,2012.890015,0.020148074
16/12/14,1986.709961,2016.890015,1972.560059,1972.73999,-0.00852526
15/12/14,2005.030029,2018.689941,1982.26001,1989.630005,-0.006362786
12/12/14,2030.359985,2032.25,2002.329956,2002.329956,-0.016346466
11/12/14,2027.920044,2055.530029,2027.920044,2035.329956,0.004525434
10/12/14,2058.860107,2058.860107,2024.26001,2026.140015,-0.016486121
9/12/14,2056.550049,2060.600098,2034.170044,2059.820068,-0.000237852
8/12/14,2074.840088,2075.780029,2054.27002,2060.310059,-0.007283022
5/12/14,2072.780029,2079.469971,2070.810059,2075.370117,0.001663831
4/12/14,2073.639893,2077.340088,2062.340088,2071.919922,-0.001162572
3/12/14,2067.449951,2076.280029,2066.649902,2074.330078,0.003757674
2/12/14,2053.77002,2068.77002,2053.77002,2066.550049,0.006364167
1/12/14,2065.780029,2065.780029,2049.570068,2053.439941,-0.00685279
28/11/14,2074.780029,2075.76001,2065.060059,2067.560059,-0.002545664
26/11/14,2067.360107,2073.290039,2066.620117,2072.830078,0.002802053
25/11/14,2070.149902,2074.209961,2064.75,2067.030029,-0.001150692
24/11/14,2065.070068,2070.169922,2065.070068,2069.409912,0.00285993
21/11/14,2057.459961,2071.459961,2056.75,2063.5,0.005223213
20/11/14,2045.869995,2053.840088,2040.48999,2052.75,0.001965164
19/11/14,2051.159912,2052.139893,2040.369995,2048.719971,-0.001502287
18/11/14,2041.47998,2056.080078,2041.47998,2051.800049,0.00512085
17/11/14,2038.290039,2043.069946,2034.459961,2041.319946,0.000735089
14/11/14,2039.73999,2042.219971,2035.199951,2039.819946,0.000240241
13/11/14,2039.209961,2046.180054,2030.439941,2039.329956,0.000529704
12/11/14,2037.75,2040.329956,2031.949951,2038.25,-0.000701363
11/11/14,2038.199951,2041.280029,2035.280029,2039.680054,0.000696452
10/11/14,2032.01001,2038.699951,2030.170044,2038.26001,0.003115327
7/11/14,2032.359985,2034.26001,2025.069946,2031.920044,0.000349525
6/11/14,2023.329956,2031.609985,2015.859985,2031.209961,0.003768404
5/11/14,2015.290039,2023.77002,2014.420044,2023.569946,0.005684311
4/11/14,2015.810059,2015.97998,2001.01001,2012.099976,-0.002833853
3/11/14,2018.209961,2024.459961,2013.680054,2017.810059,-0.000118929
31/10/14,2001.199951,2018.189941,2001.199951,2018.050049,0.011663115
30/10/14,1979.48999,1999.400024,1974.75,1994.650024,0.006210797
29/10/14,1983.290039,1991.400024,1969.040039,1982.300049,-0.001386316
28/10/14,1964.140015,1985.050049,1964.140015,1985.050049,0.011868365
27/10/14,1962.969971,1964.640015,1951.369995,1961.630005,-0.001502697
24/10/14,1951.589966,1965.27002,1946.27002,1964.579956,0.00702869
23/10/14,1931.02002,1961.949951,1931.02002,1950.819946,0.012228306
22/10/14,1941.290039,1949.310059,1926.829956,1927.109985,-0.007326101
21/10/14,1909.380005,1942.449951,1909.380005,1941.280029,0.019385371
20/10/14,1885.619995,1905.030029,1882.300049,1904.01001,0.009101116
17/10/14,1864.910034,1898.160034,1864.910034,1886.76001,0.012801813
16/10/14,1855.949951,1876.01001,1835.02002,1862.76001,0.000144967
15/10/14,1874.180054,1874.180054,1820.660034,1862.48999,-0.008133301
14/10/14,1877.109985,1898.709961,1871.790039,1877.699951,0.00157762
13/10/14,1905.650024,1912.089966,1874.140015,1874.73999,-0.016605033
10/10/14,1925.630005,1936.97998,1906.050049,1906.130005,-0.01151708
9/10/14,1967.680054,1967.680054,1927.560059,1928.209961,-0.020877849
8/10/14,1935.550049,1970.359985,1925.25,1968.890015,0.017310947
7/10/14,1962.359985,1962.359985,1934.869995,1935.099976,-0.015241618
6/10/14,1970.01001,1977.839966,1958.430054,1964.819946,-0.001566386
3/10/14,1948.119995,1971.189941,1948.119995,1967.900024,0.011103635
2/10/14,1945.829956,1952.319946,1926.030029,1946.170044,5.14E-06
1/10/14,1971.439941,1971.439941,1941.719971,1946.160034,-0.013337106
30/09/14,1978.209961,1985.170044,1968.959961,1972.290039,-0.002789817
29/09/14,1978.959961,1981.280029,1964.040039,1977.800049,-0.002550051
26/09/14,1966.219971,1986.369995,1966.219971,1982.849976,0.008539261
25/09/14,1997.319946,1997.319946,1965.98999,1965.98999,-0.016300913
24/09/14,1983.339966,1999.790039,1978.630005,1998.300049,0.007801977
23/09/14,1992.780029,1995.410034,1982.77002,1982.77002,-0.00579325
22/09/14,2009.079956,2009.079956,1991.01001,1994.290039,-0.008045602
19/09/14,2012.73999,2019.26001,2006.589966,2010.400024,-0.000477384
18/09/14,2003.069946,2012.339966,2003.069946,2011.359985,0.004879257
17/09/14,1999.300049,2010.73999,1993.290039,2001.569946,0.001294805
16/09/14,1981.930054,2002.280029,1979.060059,1998.97998,0.007456507
15/09/14,1986.040039,1987.180054,1978.47998,1984.130005,-0.000710404
12/9/14,1996.73999,1996.73999,1980.26001,1985.540039,-0.005980405
11/9/14,1992.849976,1997.650024,1985.930054,1997.449951,0.000881517
10/9/14,1988.410034,1996.660034,1982.98999,1995.689941,0.003639444
9/9/14,2000.72998,2001.01001,1984.609985,1988.439941,-0.006566522
8/9/14,2007.170044,2007.170044,1995.599976,2001.540039,-0.003077846
5/9/14,1998,2007.709961,1990.099976,2007.709961,0.005023248
4/9/14,2001.670044,2011.170044,1992.540039,1997.650024,-0.0015356
3/9/14,2003.569946,2009.280029,1998.140015,2000.719971,-0.000779444
2/9/14,2004.069946,2006.119995,1994.849976,2002.280029,-0.000544214
29/08/14,1998.449951,2003.380005,1994.650024,2003.369995,0.003314914
28/08/14,1997.420044,1998.550049,1990.52002,1996.73999,-0.001691331
27/08/14,2000.540039,2002.140015,1996.199951,2000.119995,5.00E-05
26/08/14,1998.589966,2005.040039,1998.589966,2000.02002,0.001050529
25/08/14,1991.73999,2001.949951,1991.73999,1997.920044,0.004776354
22/08/14,1992.599976,1993.540039,1984.76001,1988.400024,-0.001994575
21/08/14,1986.819946,1994.76001,1986.819946,1992.369995,0.002945547
20/08/14,1980.459961,1988.569946,1977.680054,1986.51001,0.002474748
19/08/14,1972.72998,1982.569946,1972.72998,1981.599976,0.004988191
18/08/14,1958.359985,1971.98999,1958.359985,1971.73999,0.008495483
15/08/14,1958.869995,1964.040039,1941.5,1955.060059,-6.14E-05
14/08/14,1947.410034,1955.22998,1947.410034,1955.180054,0.004336398
13/08/14,1935.599976,1948.410034,1935.599976,1946.719971,0.006684767
12/8/14,1935.72998,1939.650024,1928.290039,1933.75,-0.001637982
11/8/14,1933.430054,1944.900024,1933.430054,1936.920044,0.002755625
8/8/14,1910.349976,1932.380005,1909.01001,1931.589966,0.011465423
7/8/14,1923.030029,1928.890015,1904.780029,1909.569946,-0.005572115
6/8/14,1917.290039,1927.910034,1911.449951,1920.23999,1.56E-05
5/8/14,1936.339966,1936.339966,1913.77002,1920.209961,-0.009732679
4/8/14,1926.619995,1942.920044,1921.199951,1938.98999,0.007163315
1/8/14,1929.800049,1937.349976,1916.369995,1925.150024,-0.002863216
31/07/14,1965.140015,1965.140015,1930.670044,1930.670044,-0.020201932
30/07/14,1973.209961,1978.900024,1962.420044,1970.069946,6.09E-05
29/07/14,1980.030029,1984.849976,1969.949951,1969.949951,-0.004538068
28/07/14,1978.25,1981.52002,1967.310059,1978.910034,0.000288113
25/07/14,1984.599976,1984.599976,1974.369995,1978.339966,-0.004860946
24/07/14,1988.069946,1991.390015,1985.790039,1987.97998,0.000488036
23/07/14,1985.319946,1989.22998,1982.439941,1987.01001,0.001752901
22/07/14,1975.650024,1986.23999,1975.650024,1983.530029,0.005003611
21/07/14,1976.930054,1976.930054,1965.77002,1973.630005,-0.002322947
18/07/14,1961.540039,1979.910034,1960.819946,1978.219971,0.010212609
17/07/14,1979.75,1981.800049,1955.589966,1958.119995,-0.011904606
16/07/14,1976.349976,1983.939941,1975.670044,1981.569946,0.004192285
15/07/14,1977.359985,1982.52002,1965.339966,1973.280029,-0.001933965
14/07/14,1969.859985,1979.849976,1969.859985,1977.099976,0.004831861
11/7/14,1965.76001,1968.670044,1959.630005,1967.569946,0.001469842
10/7/14,1966.670044,1969.839966,1952.859985,1964.680054,-0.004139628
9/7/14,1965.099976,1974.150024,1965.099976,1972.829956,0.004633516
8/7/14,1976.390015,1976.390015,1959.459961,1963.709961,-0.007073762
7/7/14,1984.219971,1984.219971,1974.880005,1977.650024,-0.003931239
3/7/14,1975.880005,1985.589966,1975.880005,1985.439941,0.00546455
2/7/14,1973.060059,1976.670044,1972.579956,1974.619995,0.000658596
1/7/14,1962.290039,1978.579956,1962.290039,1973.319946,0.006655573
30/06/14,1960.790039,1964.23999,1958.219971,1960.22998,-0.000372326
27/06/14,1956.560059,1961.469971,1952.180054,1960.959961,0.001909045
26/06/14,1959.890015,1959.890015,1944.689941,1957.219971,-0.001179579
25/06/14,1949.27002,1960.829956,1947.48999,1959.530029,0.004885558
24/06/14,1961.969971,1968.170044,1948.339966,1949.97998,-0.006456107
23/06/14,1962.920044,1963.73999,1958.890015,1962.609985,-0.000132473
20/06/14,1960.449951,1963.910034,1959.170044,1962.869995,0.001728564
